,Page,Members,Message,Date,Interactions,hrefs
101,Peter,16 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Peter87214766/status/1261054966212558849
102,Ward Hinds,97 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Koaowner/status/1261053455252115462
103,Paul Fowler,519 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4 anybody who really loves their children WILL have them vaccinated. Anti-vaxxers just love themselves and their silly ideas","May 14, 2020",0,https://twitter.com/GrumpybaldProf/status/1261046035985715201
104,Francis Siefken,538 Followers,https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/fsiefken/status/1261045869979275264
105,Juan José Iral,228 Followers,"De las cosas que trae la pandemia. Los contrastes, mientras se organizan grupos de anti-vacunas, la oms alerta que no se pueden detener las campañas de vacunación. 🤔Una decisión puede poner en riesgo la vida de millones. https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/joseirodrigue/status/1261029466320633858
106,Christophe Antczak,173 Followers,"Lack of herd immunity means we would need to rely heavily on vaccination, but... Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/CAntczak/status/1261017298963398657
107,Paulo Silveira,"15,314 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/paulocesilveira/status/1261014103528747008
108,Strix Nebulosa Lappo,985 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn #COVID-19 #Masks4All #TestAndTrace https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/StrixNebulosaLa/status/1261013667618992130
109,Tris Mamone ⚧️,"1,942 Followers",Another reason why we can't have nice things. https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/tmamone/status/1261011309832941569
110,Tom,142 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/SonikTom/status/1261009278837628928
111,Lorena Abadía-Patiño Asesora e...,111 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/AbadiaEn/status/1261008760933355520
112,Nicola Mercuri,371 Followers,"#COVID19 #COVID2019italia #coronavirusitalia Una terribile epidemia è rappresentata dai #noVax, speriamo non possa nuocere Anti-vaccine movement could undermine efforts to end #coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/mercurinb/status/1261007464264327168
113,Shelley,"1,771 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn #Covid_19 #antivaxxers https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Dream13Gemini/status/1261005893161717760
114,Penguin Prof,598 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/penguinprof/status/1261002815616368640
115,Calliope Georgousi,943 Followers,"To my relief I found that I have received vaccination against tuberculosis. I was so proud my parents took care of this back in the '80s. To this day, in 2020 the anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/calliopeworks/status/1261002346999566338
116,Rob McKillip,"2,301 Followers","This needs to stop, for everyone's sake! Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/rcmckill/status/1260998597379854336
117,Pablo Santos Sanz,"1,010 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/PabloSantosSanz/status/1260997969089830914
118,Christine Canning,149 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn #ScienceMatters #TruthMatters #VaccinesSaveLives https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Canni2Canning/status/1260991978419994625
119,Heriot-Watt Medical Education ...,230 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn Studies of social networks show that opposition to vaccines is small but far-reaching — and growing. https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/HeriotWattMEL/status/1260989598160900096
120,pbpfp,10 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/pbpfp1/status/1260973614926639105
121,Josée Appelman,792 Followers,"Groups opposing vaccines are small in size, but their online-communications strategy is worryingly effective and far-reaching, a report from Johnson’s team suggests. https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Josje23/status/1260970945247879168
122,Research Buzz BioMed,28 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn: https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/BioResBuzz/status/1260947287875809287
123,Analytical chemistry 2020,252 Followers,"#AnalyticalChemistry updates https://analyticalchemistry.science.blog Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Analyticachem/status/1260945401433083911
124,Joel Grant,44 Followers,"@gorskon Interesting article in 'Nature' about the anti-vaxers and their messaging success relative to their numbers, which are small: https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Joel_Grant/status/1260943484938153985
125,Faolan 🇨🇦,"12,865 Followers",https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/EpipremnumSnolf/status/1260942677333307392
126,Max Jedroom,190 Followers,Ran into one of these Groups recently. Takeaway: All of us who follow #science need to do a better job of communicating. #antivaxxer #COVID19US https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/abdmuhib/status/1260938045936689152
127,Daddy Knows,4 Followers,"#antivax movement could undermine efforts to end #coronavirus #pandemic researchers warn ""If there’s already fewer #Covid_19 infections by then, it’s going to be a hard sell, says Larson."" No vaccine no work, no school! My policy would proclaim. https://www.nature.com/articles/d41586-020-01423-4 https://t.co/9TJj0iIjQz","May 14, 2020",0,https://twitter.com/DaddyKnowsXYZ/status/1260937514358992896
128,Covidix Coro,20 Followers,#vaccins une cartographie de quelque 100 millions de comptes @Facebook met en évidence la montée en puissance du mouvement antivax https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/covidix/status/1260922777944698880
129,MEDIZINONLINE #COVID19-Update,717 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn. https://www.nature.com/articles/d41586-020-01423-4 #covid19 #antivaccinemovement #corona #virus #SARSCoV2 #pandemic","May 14, 2020",0,https://twitter.com/medizinonline/status/1260911518524334082
130,Glauber Cabral,136 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/G1auber/status/1260910983511449601
131,Hima,6 Followers,https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/hneckers2/status/1260906486097686529
132,VaccineUK,"1,284 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/VaccineUK/status/1260898142750466051
133,Ros Rev,404 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/rrwawa/status/1260880295554887681
134,Science: Disrupt,"3,966 Followers","Groups opposing vaccines are small in size, but their online-communications strategy is worryingly effective and far-reaching https://www.nature.com/articles/d41586-020-01423-4 @philipcball","May 14, 2020",0,https://twitter.com/sciencedisrupt/status/1260879779856875520
135,AudaxLateralis,4 Followers,"Ignorance is leathal. Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/ALateralis/status/1260878122980904963
136,Tsunami,"1,703 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Tsunami65/status/1260871442507464706
137,Sabine K.,212 Followers,https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/sabinefilm/status/1260871321711448069
138,AaMaldives,"6,997 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn #coronavirus #CoronaCrisis #CoronaAlert https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Al_Maldives/status/1260851177199149056
139,Dr. Stuart Fischer,"20,842 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/TheFitDr/status/1260849014439804928
140,Gail Addis,"1,765 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4 Don’t go to any dodgy ‘picnics in the park’ this weekend. #Covid19UK","May 14, 2020",0,https://twitter.com/gladdis49/status/1260848116892422145
141,David Whittle,"2,226 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn: https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/13SciDave/status/1260835845294239746
142,Amy Panikowski,305 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/AmyPanikowski/status/1260821707067187200
143,radio rock,10 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/radiorock4/status/1260821386152509440
144,"One Health, India",423 Followers,"@nature reports that ""as scientists work to create a #vaccine against #COVID19 a small but fervent anti-vaccination movement is marshalling against it."" https://www.nature.com/articles/d41586-020-01423-4 #VaccinesWork #covid19vaccine","May 14, 2020",0,https://twitter.com/One_Health_In/status/1260811657950846976
145,Dr. Amit Acharya,252 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/Acharya_Amit/status/1260793376443686914
146,張君玫/Island,581 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/mei_island/status/1260785379046682625
147,Samuel Mbagwu,"13,367 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/SamuelMbagwu/status/1260751993011941377
148,rai,182 Followers,num dá pra respeitar uma galera dessa https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/raiaanna/status/1260750856061845504
149,Marbel Torres,398 Followers,https://www.nature.com/articles/d41586-020-01423-4,"May 14, 2020",0,https://twitter.com/MarbelTorresA/status/1260750198302744576
150,Eduardo Castro,885 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn. #COVID19 https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/EAC_64/status/1260728883705532418
151,Canadian Association For Biolo...,182 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 14, 2020",0,https://twitter.com/CABSACSB/status/1260723160963354625
152,The G5 Advantage Group LLC,21 Followers,"Anti-Vaccine Movement Could Prolong Coronavirus Pandemic, Researchers Warn https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/TheG5AG/status/1260716712653131778
153,Takashi Nakamura,213 Followers,"もう反ワクチン馬鹿が動めいている。- Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/ntack/status/1260705632467873792
154,Harbinger Entity,"1,549 Followers",https://www.nature.com/articles/d41586-020-01423-4,"May 13, 2020",0,https://twitter.com/reverendentity/status/1260691675594317835
155,Kim Harding,"3,601 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4 Studies of social networks show that opposition to vaccines is small but far-reaching — and growing","May 13, 2020",0,https://twitter.com/kim_harding/status/1260691321498542083
156,peter,"6,366 Followers","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/mrpeterivan/status/1260691139021111297
157,ぜのぱす,315 Followers,"【Sigh... Just so idiot....】 Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/Xenopus007/status/1260669801086750722
158,mirage prism apocalypse tank,780 Followers,"💡 ""Anti-vaccine movement could prolong coronavirus pandemic, researchers warn"" https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/itsjustatank/status/1260651894785011713
159,MIRR,135 Followers,"Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/ildefonsmirr/status/1260629549211140096
160,T. Ni,432 Followers,"こういう人たち、まだ息してるんだね。アメリカだと強制のワクチンが多いから、なんか不安なのはわかるけどさ。→ Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/Saru_jp/status/1260623585858580480
161,Felipe,29 Followers,"Anti-vacunas, metiendo la pata, la pierna y la cabeza desde siempre. Y seguro que lo volverán a hacer con #COVID19. #vacunacoronavirus ""Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn"" https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/festrot/status/1260620605449277441
162,a_1_0_2,191 Followers,"""Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn"" https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/a_1_0_2/status/1260616186305314821
163,Function_1st,187 Followers,"Anti-vaccine movement could prolong coronavirus pandemic, researchers warn: https://www.nature.com/articles/d41586-020-01423-4 Here come the Dumbericans! Studies of social networks show that opposition to vaccines is small but far-reaching & growing. Well don't vaccinate them. Let them risk it with COVID.","May 13, 2020",0,https://twitter.com/function_1st/status/1260611154105167872
164,Rachana Deven Somaiya,112 Followers,"OMG... Seriously?! Anti-vaccine movement could prolong coronavirus pandemic, researchers warn https://www.nature.com/articles/d41586-020-01423-4","May 13, 2020",0,https://twitter.com/RachanaDSomaiya/status/1260608113192964096
165,Christian Ross,341 Followers,"Anti-vaccine movement could prolong coronavirus pandemic, researchers warn #5tochange https://www.nature.com/articles/d41586-020-01423-4 #news #feedly","May 13, 2020",0,https://twitter.com/Christianzu76/status/1260601505117282304
