,Page,Members,Message,Date,Interactions
22,Dr. Alison Bateman-House,"3,677 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",14
23,Taylor Lorenz,"140,727 Followers","""A page promoting holistic health remedies might start seeding doubts about vaccines among liberal yoga moms, while a page promoting resistance to government-mandated vaccines might appeal to conservatives and libertarians."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",14
24,Joshua Safran,"12,205 Followers",Scariest article read this week by far. Retweeting this for anyone who is anti-vax that might follow me. Though I hope that number is low. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",13
25,🦅 Sher' 🦅 🆘,"33,812 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",12
26,PrivacyDigest,"10,695 Followers","Get Ready for a Vaccine Information War Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",12
27,Nic #VetsResist🇺🇸🏳️‍🌈 #Ima...,"16,167 Followers",What if we had a vaccine & misinformation (& anti-vaxers) caused 1/2 the US to refuse to take it Get Ready for a Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",11
28,"EJ ""stay TF home if you can"" W...","12,060 Followers","Local man discovers antivaccine people know how to organize themselves, manipulate social media, realizes that could affect public health https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",9
29,Center for Inquiry,"55,490 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",9
30,Dr. Katy Pearce,"7,828 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",8
31,V R Shriver #ImpeachTrump 🍑,344 Followers,If we could be sure that the virus would only attack people who refuse the vaccination.... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",8
32,Ben Kline,"11,622 Followers","Honestly, I still can't fathom the end game of anti-vaxxers. What is their actual goal or hoped for outcome? Mass population reduction? Needless suffering? Blissing on ignorance? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",8
33,Liz Ryan,"54,031 Followers",Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",8
34,[ MarkSabino ],"3,846 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share via @NYTimes,"May 13, 2020",7
35,🇨🇱🐕 Selfieton... UPETSCl 🇨...,"12,668 Followers","@jenizaro11 Prepárese para una guerra de información erróneas sobre vacunas contra la Pandemia de Convid-19 Las redes sociales-RRSS, ya se están llenando de información errónea sobre una vacuna Covid-19, meses o años antes de que exista. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/LwGAiBweX5","May 13, 2020",7
36,Dr. mem_somerville | Wossamott...,"6,096 Followers","“We found a real struggle online, where the public health establishment and its supporters are almost fighting in the wrong place.” #scicomm https://nyti.ms/2Aq0ag6","May 13, 2020",6
37,Corbin Lambeth,818 Followers,"NYTimes headline reads, ""What if we get a Covid-19 vaccine and half the country refuses to take it?"" This is what moronic #antivaxxers & denying reality / #science brings us. 🤦 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",5
38,Susan Matthews,"2,901 Followers","really don't understand the point of stories like this, and the push notification, suggesting half the country wouldn't take the vaccine, seems based on...nothing? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",5
39,"Zeina Moukarzel, MD,MPH,MHA #S...","1,756 Followers","Even before a vaccine for #COVID19, #antivax campaigns. What if people refuse to get vaccinated once it is there? #VaccinesWork #MedTwitter #healthcare via @nytimes #كورونا #coronavirus https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",5
40,Laura M. Tilghman,322 Followers,"⚠️Important read b/c 1) anti-vax folks are increasingly part of protests against stay-at-home orders 2) people are counting on a vaccine to bring things ""back to normal"" as early as spring 2021 semester Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",5
41,Eric Klinenberg,"15,474 Followers","""What if we get a Covid-19 vaccine and half the country refuses to take it?"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",5
42,Health Department Punjab,"28,759 Followers",A glance at World Media (National & International) https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://www.theguardian.com/world/2020/may/13/are-children-less-susceptible-to-coronavirus https://www.telegraph.co.uk/news/2020/05/13/sunlight-fresh-air-can-protect-against-coronavirus-sage-adviser/ https://epaper.dawn.com/DetailNews.php?StoryText=13_05_2020_007_002 https://epaper.dawn.com/DetailNews.php?StoryText=13_05_2020_001_001 https://www.thenews.com.pk/print/658017-who-sees-potentially-positive-data-in-treating-coronavirus https://e.jang.com.pk/05-13-2020/lahore/pic.asp?picname=02_20.png https://t.co/pPbtPDgyp3,"May 13, 2020",4
43,"𝙅𝙚𝙨𝙪𝙨 𝘼𝙣𝙖𝙢𝙥𝙖 𝙈.𝘿,...","4,564 Followers","Get Ready for a Vaccine Information War Social media is already filling up with misinformation about a #Covid19 vaccine, months or years before one even exists What if we get a Covid-19 vaccine and half the country- or world- refuses to take it? @nytimes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/RksS78RYRD","May 13, 2020",4
44,Stephanie Gaglione,12 Followers,Lived with an anti-vaxxer once upon a time - this hits home :( Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",4
45,Silvia Cobo,"13,262 Followers","“Researchers found that Facebook pages pushing accurate pro-vaccine information were mostly clustered in an insular group, while the anti-vaccine pages treated vaccine resistance as a kind of political campaign, and used different messages to reach voters” https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",4
46,Dr Annette Regan (McClave),304 Followers,antivaccine attitudes in combination with the ongoing misinformation epidemic could impact uptake of a SARS-CoV-2 vaccine https://nyti.ms/3fKbHXz,"May 13, 2020",4
47,Liz Szabo,"66,212 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",4
48,The Raven of Wroclaw,"1,604 Followers",yes ok a pro vaccine movement but also? unless you have proof of vaccination and regular titer tests (assuming both exist and are good) you can't work you can't take part in public life this is one of the few occasions in which I am pro-jackboot ok https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?,"May 13, 2020",4
49,"Jessica Malaty Rivera, MS","1,458 Followers","“We need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents. We need to do it quickly..” #VaccinesWork https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",4
50,Adam Ratner MD MPH,"3,387 Followers",Get Ready for a #COVID19 #Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",4
51,Asher Huey,"6,986 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",4
52,Mary Ann Barbero,"6,777 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",4
53,David Tindall,"2,811 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share @RMCarpiano @davidsmeyer1 @somardrawoh @johnmclevey,"May 13, 2020",4
54,John Ryerson,"2,734 Followers",Get Ready for a Vaccine Information War #Twitter #Facebook need to shut down anti vaxxer #disinformation and we need to not give them air as if it is a viablle balanced story #cdnmedia #cdnpoli https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",4
55,Doc Josiah Boone (Klarname) 🚲...,"1,969 Followers","""What if we get a Covid-19 vaccine and half the country refuses to take it?"" Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",3
56,Natalie Nicole,"25,437 Followers",Social media is already filling up with misinformation on a Covid-19 vaccine https://nyti.ms/3fKbHXz,"May 13, 2020",3
57,Undark Magazine,"49,836 Followers","Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. (By @kevinroose for @nytimes) (12/12) https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",3
58,Barney Blather,"3,733 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",3
59,Miguel Ortiz,542 Followers,Get Ready for a Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",3
60,Méta-Media FranceTV,"13,735 Followers","⭐⭐ Sur les réseaux, des fausses informations sur un vaccin Covid-19 se propagent avant même qu'il n'existe 📱💉🤥 #désinformation #plateformes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",3
61,Jorge Gobbi,"12,274 Followers",¿Que pasaría si se logra desarrollar una vacuna para el Covid-19 y una parte significativa de la población se niega a usarla? Los desafíos a la salud pública por parte del movimiento antivacunas https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",3
62,Bunk,59 Followers,The anti-vaccination movement has been waiting for their moment. That moment has come and it couldn't be a more monumentally dangerous time for their message and misinformation to spread. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",3
63,Andrew M. Lindner,"1,340 Followers","Look, I'll stay in my house as long as you want. Just don't bring this anti-vax, anti-science, YouTube conspiracy theory bullshit into my feed. Good piece in the NYT on this particular brand idiocy: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/rJtppK8K7V","May 13, 2020",3
64,Gonçalo Cruz,"20,391 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",3
65,Sally Wong,67 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
66,BadScienceWatch,"3,182 Followers","""Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
67,Eamon Dillon,"5,519 Followers",The looming anti-vaxxer battle - Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
68,Sean Urban,308 Followers,Pretty sure this has already started I see stupid stuff all the time...https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
69,Dorie C,615 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
70,Jennole,856 Followers,No doubt this will happen 🤦‍♀️ Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",2
71,CT Senate Democrats,"12,094 Followers",Attention Connecticut (but you already know this): Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
72,KentBottles,"11,760 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
73,Anthony Townsend,"7,124 Followers","read this another way—Bill Gates gave us a future, and Mark Zuckerberg took it away. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
74,Waxy.org,"2,167 Followers",Kevin Roose on the vaccine misinformation war: conspiratorial thinking is uniting anti-vaccination activists and far-right extremist groups https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
75,🇨🇱🐕 Selfieton... UPETSCl 🇨...,"12,668 Followers","Las RRSS están generando información errónea sobre una vacuna COVID-19, a años antes de que exista. ""Los anti-vaxxers han estado practicando para esto"", escribe @kevinroose. ""Y me preocupa que sean inusualmente efectivos"". https://nyti.ms/360296C https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/LwGAiBweX5","May 13, 2020",2
76,Carol Ross Joynt,"3,578 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
77,basiapuszkar,626 Followers,"Astonishing. In an age where science has given us longer, healthier life, scientific principles and methods, technology, tools to research and become ever more knowledgeable, some long for an era of superstition: throwing chicken bones, burning 'witches'. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2
78,🇨🇱🐕 Selfieton... UPETSCl 🇨...,"12,668 Followers","Prepárese para una guerra de información erróneas sobre vacunas contra la Pandemia delel Convid-19. Las redes sociales-RRSS, ya se están llenando de información errónea sobre una vacuna Covid-19, meses o años antes de que exista. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/LwGAiBweX5","May 13, 2020",2
79,Hunter Crowther,"1,095 Followers","'Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it.' https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2
80,"Ani Shakarishvili,MD","5,284 Followers","Get Ready for a #Vaccine Information War: #Socialmedia is already filling up with misinformation about a #Covid19 vaccine, months or years before one even exists #coronavirus #vaccination #antivax https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html v @nytimes HT @picardonhealth","May 13, 2020",2
81,Anderson Röhe,331 Followers,Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
82,Joan Barata,"1,544 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
83,Lynn,682 Followers,"Get Ready for a Vaccine Information War - Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
84,Evan DeSimone,"4,093 Followers","Public health officials will need a much more aggressive media strategy ahead of any vaccine, and it needs to start now. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
85,GW Media Relations,"2,259 Followers",Coverage of the new research in @nytimes via @kevinroose: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
86,Shower Cap,"1,491 Followers","Oh, there’s so much fun yet to come. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
87,Yonatan Lupu,"1,308 Followers",More on this from NYT https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
88,erin mccann |,"16,817 Followers",this is fine dot gif https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
89,Pau Aragay Marín,"1,094 Followers",Get Ready for a Vaccine Information War http://getpocket.com/@pauaragay/share/4822590,"May 13, 2020",1
90,superlenin,442 Followers,"@territhrush @UrsulaKiener Si vas a leer el resto de las respuestas a este hilo, léete esto también por favor : Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",1
91,Dr. Patrick R. Mullen,400 Followers,"Get Ready for a Vaccine Information War Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. By Kevin Roose May 13, 2020 Updated 2:07 p.m. ET https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
92,David Windt,"4,477 Followers","@daveanthony The condition seems terminal. ""What if we get a Covid-19 vaccine and half the country refuses to take it?"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/AzXqdwfcqd","May 13, 2020",1
93,Tad Suiter,"1,799 Followers",What if we come up with a COVID-19 vaccine and half of the country refuses to take it? https://nyti.ms/3fKbHXz,"May 13, 2020",1
94,Larry Waldbillig,"2,316 Followers","""There are three kinds of men. The one that learns by reading. The few who learn by observation. The rest of them have to pee on the electric fence for themselves."" - Will Rogers https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
95,Joe Battaglia,98 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
96,Dr Gozde Ozakinci 🇪🇺,"4,604 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
97,Silvia Cobo,"13,262 Followers",¿Qué pasaría si millones de personas se negaran a tomar la vacuna contra el coronavirus? La batalla ya está en las redes y saben moverse mejor que los grupos pro vacunas https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
98,TerryHasAnOpinon,"2,522 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
99,Shane Hardin 🔨,"5,858 Followers",Then what @RepMattKrause? These Tarrant County anti-vaxxers are your peeps. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
100,Nakia 💫 ✊🏾 📖 🍉,"1,943 Followers","I wish I knew the secret to getting people to trust health officials, experts, and scientists over crazy people on Youtube || Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",1
101,Current Status,"1,248 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
102,Michael Russell,"2,774 Followers",#TheComingCOVID19VaccinationDeniers Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
103,Blind Squirrel,343 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
104,Awesome Anglen,38 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
105,Sharon Fastlicht,"5,418 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
106,Joel Pavelski,"11,623 Followers","What if we develop a successful Covid-19 vaccine and a huge chunk of the population, pumped full of misinformation by Facebook and Fox News, just...refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
107,Justin Kenta Welch,147 Followers,Vaccines work. They will eradicate this virus. They do not cause autism or other side effects. They are the one and only way we will defense this virus. Who agrees? Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
108,Rachel McRea,"26,521 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
109,Mathias GIREL,"1,837 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
110,Louise Roug,"6,647 Followers","oh, great https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",1
111,across the curve.com,"5,687 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
112,Jason Sobe,"1,307 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
113,Norm Rumack,"2,157 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
114,Timothy McBride,"6,384 Followers",Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
115,IMAAC MARKETING GP,417 Followers,"La mas Relevante! Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/IMAAC_MARKETING?s=tnp","May 13, 2020",1
116,KasiaHP,"8,715 Followers",Get Ready for a #Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
117,OLaV: Online Language of Vacci...,35 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
118,Kati Lahtinen,"3,014 Followers",Entä jos. Tässä on vielä muutakin pohdittavaa kuin rokotteen valmistuminen. What if we get a Covid-19 vaccine and half the country refuses to take it? Get Ready for a Covid-19 Vaccine Information War. #rokote #koronarokote #vaccine #COVID19vaccine https://nyti.ms/3fKbHXz,"May 13, 2020",1
119,miniPCR,"2,917 Followers","Very clear headed piece about the perils of misinformation. Science teachers, we need you on this fight! https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",1
