,Page,Members,Message,Date,Interactions
117,Joel Epstein,"1,421 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share #trumpvirus #Covid19,"May 13, 2020",0
118,Scott Hartley,72 Followers,This is worth the read. Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
119,nicola bruno,"2,345 Followers","La prossima ""guerra informativa""? Sarà quella contro i vaccini #coronavirus I segnali già si vedono nelle campagne lanciate dai no-vax. Che online sono 3 volte più attivi rispetto ai movimenti pro-vax, secondo un recente studio pubblicato su Nature https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
120,ForensicPsyMD,280 Followers,Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
121,Roy Poses et al.,"1,833 Followers","Get Ready for a Vaccine Information War ""could pit public health officials and politicians against an anti-vaccination movement that floods social media with misinformation, conspiracy theories and propaganda"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
122,Abdul Rehman,69 Followers,Get Ready for a Vaccine Information War. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/LwGAiBweX5,"May 13, 2020",0
123,Michael Cherenson,"2,976 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
124,"Philippe Frank, PhD",271 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
125,Clarify.Media,8 Followers,Get Ready for a Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",0
126,David Ewing,536 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
127,Kevin Michels-Kim,500 Followers,"Of course there will be a backlash against any COVID-19 vaccine, should we actually discover one. #vaccines #conspiracies https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
128,#CSIMGT725 with Professor Tim ...,29 Followers,"#FactsMatter ""To recover from this pandemic we need to mobilize a pro-vaccine movement that is as devoted as internet-savvy as the anti-vaccine movement is #ProfTimRN #csimgt725 The New York Times #grtartcl @nytimes Get Ready for a Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",0
129,Tim Glennon MBA MSN RN,83 Followers,"#FactsMatter ""To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents. We need to do it quickly, with all t…https://lnkd.in/ebutfqQ https://lnkd.in/eQTsj6i","May 13, 2020",0
130,Ben de la Cruz,"2,148 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
131,Tobias Rose-Stockwell,"3,503 Followers",The rumors of a movement’s demise have been greatly exaggerated. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
132,David Hull 胡大衛,"1,871 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
133,Lu 🇨🇦🏡 STAY HOME and read m...,"4,096 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
134,"Trey, Unfunky In 5/4",363 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
135,Mary Ruberry,607 Followers,Get Ready for a #Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
136,Steve Hewitt,"2,271 Followers","""What if we get a Covid-19 vaccine and half the [United States] refuses to take it?"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
137,Joy Whitney,482 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
138,"Be Soap, Water, Distant & Mask...","2,259 Followers",Get Ready for a Vaccine Information War - The New York Times https://nzzl.us/NY7tRfT via @nuzzel,"May 13, 2020",0
139,Reconstituted,7 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
140,"Mark Harmel MPH, CDCES (CDE)","2,647 Followers",I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it? Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
141,Bob DeFoor,446 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
142,John B. O'Keefe,445 Followers,"I've been to this rodeo before, and I don't look forward to its next iteration. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
143,Mark Troy,25 Followers,Get Ready for a Vaccine Information War #tech https://ift.tt/2Lm9rrP,"May 13, 2020",0
144,jane potrykus,"6,554 Followers","if you don't want to get the vaccine, i am fine with that, and its morbid twist on natural selection. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
145,Liddle’ lo sivad #tRumpResign ...,"1,073 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
146,Jennie Wetter,"1,255 Followers",Midway through a clip from “Plandemic” — a documentary...spreading baseless lies and debunked nonsense about the coronavirus to millions overnight — I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
147,Karl C. Mayer,42 Followers,"Vielleicht wird die Überzeugungsarbeit zu einer Impfung gegen COVID19 so schwierig wie die Entwicklung der Impfung. Die Vernetzung und der Einfluss von Impfgegnern sollte nicht unterschätzt werden, Aufklärung notwendig, das Problem muss ernst genommen we https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
148,Christina Shorter,"1,422 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
149,Dwight Culver M.B.A,"5,486 Followers",Get Ready for a Vaccine Information War http://dlvr.it/RWZg7V,"May 13, 2020",0
150,rfruth,683 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html #ariannahuffington #feedly,"May 13, 2020",0
151,Anthony Townsend,"7,123 Followers","If it comes to this, i mean if we even start a political debate over compulsory vaccination, I am leaving the country, without question or hesitation. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
152,(((Steve Berley))),163 Followers,"If #COVID19 doesn’t kill us, hopefully we‘ll survive the #lunaticfringe on #bothsides and the #russianbots https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
153,kenneth fretwell,6 Followers,NYTimes: Get Ready for a Vaccine Information War Get Ready for a Vaccine Information War https://nyti.ms/3fKbHXz Some degree of sanity please. Thank You,"May 13, 2020",0
154,Breaking Coronavirus,5 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
155,Olivier Miss,"3,321 Followers","Quick reminder : Vaccines save milions of lives every years, especially with children. ""Get Ready for a #Vaccine Information War"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
156,"Gloners Capital, Tech M&A-VC-S...",13 Followers,"Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/uGViVJXsft","May 13, 2020",0
157,Mathew Calkins,199 Followers,"https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html ""Organizations like the Centers for Disease Control and Prevention and the W.H.O. need to understand the dynamics of online anti-vaccination communities and start waging a hearts-and-minds campaign to restore faith in the medical establishment while...""","May 13, 2020",0
158,Dirk Strauss,"1,301 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
159,Pablo,"4,263 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/kt15lfIohN","May 13, 2020",0
160,Ms. Bourne,"1,008 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
161,Mitch's Reading List,66 Followers,Now reading: Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
162,"Jose Tijam, PMP, PMI-ACP, SPC,...",941 Followers,"""Get Ready for a Vaccine Information War"" via @NYT New York Times https://ift.tt/2Z09HEE #news #tech #technews","May 13, 2020",0
163,jerrymberger,"1,744 Followers","Unlike Trumpism, anti-vaxxers are a bi-wacko movement Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
164,Matt Bailey,"2,045 Followers","""Get Ready for a Vaccine Information War"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
165,Kathleen Garrigan,398 Followers,"""We expected to find a strong core of ‘vanilla’ science — people saying that vaccines are good for you — but that’s not what we found at all...We found a real struggle online..."" Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
166,► Fernando Seijo,930 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/6WObJltoXY","May 13, 2020",0
167,megwatzke,"1,479 Followers","""public acceptance of a Covid-19 vaccine is far from a sure thing "" @kevinroose outlines the battle ahead. The anti-vaxxers are revving up. What can/should/will #scicomm do? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
168,Benjamin Renkle,1 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE https://ift.tt/2Z09HEE","May 13, 2020",0
169,Doug Picirillo,"2,204 Followers","""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE #tech #NYTimes","May 13, 2020",0
170,Mike Baltus,683 Followers,"""Get Ready for a Vaccine Information War"" by via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
171,Dr. A. D. Prewitt,174 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
172,The CP Experience,"7,296 Followers","""Get Ready for a Vaccine Information War"" Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
173,Juan,276 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via #NYT https://ift.tt/2Z09HEE","May 13, 2020",0
174,SingularityU Atlanta Chapter,6 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/mVJOimCU4h","May 13, 2020",0
175,RunLeiaRun,423 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/VyUrZhpBzv","May 13, 2020",0
176,Samuel J. Howard,"1,593 Followers",Depressing. Too tired for this. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
177,Ferdy MAD®,61 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/bEaCncqh48","May 13, 2020",0
178,HBC,90 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/owv68Etvgs","May 13, 2020",0
179,Alex Kornfeind,"3,655 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://nyti.ms/2Z0SsU0 https://t.co/ohCNoIKXYh","May 13, 2020",0
180,David Sheets,"3,112 Followers","Get Ready for a Vaccine Information War, https://ift.tt/2Z09HEE https://t.co/ULjQVoHHoU","May 13, 2020",0
181,ray,277 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
182,R R,165 Followers,"#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/myoFgfea9U","May 13, 2020",0
183,Chris Dunn,"2,770 Followers","New Tech news... ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
184,Shelley Hoem,17 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",0
185,Beth Powell,539 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/sMwNuGvMQx","May 13, 2020",0
186,Bala Murugan,2 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/Cx7tfescbJ","May 13, 2020",0
187,Chaminda Wijetilleke,410 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
188,Rodrigo Crouchett B,236 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
189,Laurentiu Simionescu,,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE https://ift.tt/2Z09HEE","May 13, 2020",0
190,Nathanael Durbin,500 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
191,snowjag,72 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
192,Keith Gill,"14,008 Followers","""Get Ready for a Vaccine Information War"" via NYT https://ift.tt/2Z09HEE @DigitalKeith https://t.co/g4z309khsc","May 13, 2020",0
193,Randy Sim,258 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/ESy7EOwoxn","May 13, 2020",0
194,Mik Sasot,"1,238 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/3HrgtDe32F","May 13, 2020",0
195,Chris Red,28 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/b2BkFkdcN6","May 13, 2020",0
196,Guy Weber,293 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE #NYT #Technology https://t.co/5GAkPfok33","May 13, 2020",0
197,Rapid News,305 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
198,assodigitale,"1,833 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
199,MOB4,265 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/VFEvZLb8EK","May 13, 2020",0
200,Pratham Mhatre,154 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/HmXhPerMAJ","May 13, 2020",0
201,Tech Bytes,154 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?partner=IFTTT","May 13, 2020",0
202,rmnstr,208 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/jdN8RfvRuT","May 13, 2020",0
203,おう　じゅんき,7 Followers,"Just found this! ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/Y8rRECzgZy","May 13, 2020",0
204,José Antonio,110 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/zejsWPxv2U","May 13, 2020",0
205,Digitello Maroc,93 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
206,Robert Stuning,95 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
207,T3CHNRD,233 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
208,IT & Telecoms,"2,496 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE v/ @nytimes https://ift.tt/2Z09HEE","May 13, 2020",0
209,Nathan McCartney 📎,294 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://j.mp/2Wtihdy (May 13, 2020 at 10:00AM)","May 13, 2020",0
210,Dennis Patel,"2,962 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/Fmrnfr2NDC","May 13, 2020",0
211,Francesco MOSCA,58 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE ( Autonomously posted via IFTTT)","May 13, 2020",0
212,David Miller,83 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
213,STAYING HOME SAVES LIVES,829 Followers,"""What if we get a Covid-19 vaccine and half the country refuses to take it?” Shiiiiiiiit. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
214,LombMart Inc.,322 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE For more article check out our blog https://ift.tt/1tBoW1L","May 13, 2020",0
215,smartoptimus,39 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
216,Saulo Avelar,288 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
217,Varun Gupta,"4,531 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
218,Shreyans,241 Followers,"""Get Ready for a Vaccine Information War"" Read More: https://ift.tt/2Z09HEE #Tech #TechNews #GlobalUpdates https://t.co/dUuygVVFIH","May 13, 2020",0
219,Sp1ke McKay,"2,843 Followers","Oh hey, the TIMES is talking tech again! ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
220,antonio pavolini,996 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
221,Rachel Tobias,"1,433 Followers",@MonicaPerezShow @RTRTruthMedia @MonicaPerezShow @ImperatorTruth @RyDawson2 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
222,Alexander Hinojosa,599 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/eFK6SkBHCz","May 13, 2020",0
223,Chعtān म्ह:puskār,594 Followers,"#tēक :: ""Get Ready for a Vaccine Information War"" https://nyti.ms/3fMXU2r","May 13, 2020",0
224,Mike Holp,"4,464 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/cEvjsPtF5L","May 13, 2020",0
225,Atif Akram,675 Followers,"#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/ES74xkLA5M","May 13, 2020",0
226,Jewels Dawson,69 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/dl5fghEyYm","May 13, 2020",0
227,Chris Camden,394 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/GKuu5EEWD6","May 13, 2020",0
228,Michael Clark,28 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/QtaZc4WXnZ","May 13, 2020",0
229,digi:Marketing,26 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://4dm.in/3cG8uGV","May 13, 2020",0
230,Dominick A. Curatola,286 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/dz8qsSI8Yq","May 13, 2020",0
231,Xavier Nau,338 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE https://t.co/jdBJnCNiLV","May 13, 2020",0
232,Eva Navarro,56 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2T3Sg2j https://ift.tt/2Z09HEE","May 13, 2020",0
233,Namekart,"26,414 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE #tech","May 13, 2020",0
234,Manish Kanojia,"3,410 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/eKKkfHYRex","May 13, 2020",0
235,Athul Raj,98 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
236,TLWNewsPump,213 Followers,"NYT: ""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE","May 13, 2020",0
237,Demian Bulwa,"7,495 Followers","""The other night, midway through watching a clip from “Plandemic,” I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it?"" -- @kevinroose https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
238,webdealsja,305 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/GSoesr4EbH","May 13, 2020",0
239,ed_agosto,188 Followers,"New article in NYT: ""Get Ready for a Vaccine Information War"" more info: https://ift.tt/2Z09HEE","May 13, 2020",0
240,GratiHost.com,29 Followers,"http://GratiHost.com: ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
241,LoteDigital.com.au,961 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
242,Business Solutions,"5,055 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
243,AZ Technologies,42 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT Vaccination and Immunization, Coronavirus (2019-nCoV), Social Media, Rumors and Misinformation, Medicine and Health, Fringe Groups and Movements https://ift.tt/2Z09HEE https://t.co/C1lARVDRFQ","May 13, 2020",0
244,Keith Nelson,591 Followers,"#MakeBiz #Tech #VistemSolutions ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/wfASeNuXME","May 13, 2020",0
245,NewsBot,36 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/VKP9uI2iva","May 13, 2020",0
246,rmnstr,208 Followers,"#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/fDB9ZC2U2p","May 13, 2020",0
247,Agribusiness360,"1,712 Followers","Here - ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE #Agribusiness #Investor #Nigeria","May 13, 2020",0
248,Paulo Braga Prado,820 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://nyti.ms/2YZc1vN","May 13, 2020",0
249,Irving PALAFOX,233 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/bxNtCH7y7Z","May 13, 2020",0
250,Steve Sharp,665 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/OgQkVoNbCd","May 13, 2020",0
251,Akhil Sharmaa,"10,097 Followers","""Get Ready for a Vaccine Information War"" via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
252,Alex Herrey,7 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/WmlPyvExnq","May 13, 2020",0
253,Michael Miller,381 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/7rD8TloSLe","May 13, 2020",0
254,R R,165 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/h5M37hPBjA","May 13, 2020",0
255,Sandra C.,160 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/9D7lkT4yGd","May 13, 2020",0
256,Easy Does I.T.,1 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/uTKxeOUOi6","May 13, 2020",0
257,Maurici Alvarez,737 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE #TIMBETA #BETAAJUDABETA #BETA https://t.co/pMPTEvla4U","May 13, 2020",0
258,Chris Red,28 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
259,Frank Walle,866 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
260,Suhaib Hassan,201 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
261,Silvia Killingsworth,"16,837 Followers",via https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
262,Sara Maldonado,419 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/mlWClLii5j","May 13, 2020",0
