,Page,Members,Message,Date,Interactions
377,Oromticha Oromo,"8,085 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/hrana/twitter-doctors?s=tnp","May 14, 2020",0
378,UTech Support,52 Followers,Get Ready for a Vaccine Information War https://ift.tt/2Z09HEE #LatestTechNews @SupportUtech https://t.co/gD2JGYA0D8,"May 14, 2020",0
379,Vote out the 🍊🤡👑,171 Followers,"Get Ready for a Vaccine Information War | Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
380,George Jole,10 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/georgejole14?s=tnp","May 14, 2020",0
381,Carol Harkins,"1,749 Followers","""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
382,Juan Toledo,43 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?partner=IFTTT https://t.co/OKnNmPbq9x","May 14, 2020",0
383,fantasylife,"2,246 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/MWwD1VncDV","May 14, 2020",0
384,Clatherious ☸️,315 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/ystTEa4INJ","May 14, 2020",0
385,Anne Daugherty,424 Followers,very relevant piece by @kevinroose. Seeing it here in CA already https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
386,Greg Fultz of GEFNET,717 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/2B6bJ1EE23","May 14, 2020",0
387,Juan Garcia,219 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
388,GMITech,444 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE #tech #news #NY","May 14, 2020",0
389,Esteban Galván (Max),189 Followers,Get Ready for a Vaccine Information War https://ift.tt/2Z09HEE https://t.co/bkVIjRDKVN,"May 14, 2020",0
390,Dads Dial a Driver,371 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE Plan Ahead and get a Dial a Driver #yyj #tourismbc https://t.co/nt9FHit3wE","May 14, 2020",0
391,Nick Williamson ●,"14,474 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
392,Tech News,370 Followers,Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
393,John,357 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT Technology https://nyti.ms/3dHfanX","May 14, 2020",0
394,Karmyn Kast - NYC,411 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
395,Nena,3 Followers,#ENGL83018 https://www.google.com/amp/s/www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html,"May 14, 2020",0
396,Bert Mouler,"7,127 Followers",Get Ready for a Vaccine Information War https://ift.tt/2Z09HEE,"May 14, 2020",0
397,Ash Paul,"25,741 Followers",Get ready for a vaccine information war https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/dvIs0A0Q5G via @kevinroose,"May 14, 2020",0
398,PerceptLink,50 Followers,"Via NYT https://ift.tt/2Z09HEE #perceptlink ""Get Ready for a Vaccine Information War"" by Kevin Roose","May 14, 2020",0
399,"Lori Wilk, CEO, MBA","8,926 Followers","""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
400,Poswal Saheb™,"7,733 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/21Ivzs8ast","May 14, 2020",0
401,Tim Stock,"3,387 Followers",the future emerges from ideological patterns. to improve it you must understand and overcome those tensions. #culturemapping Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",0
402,Steven Swimmer,"14,769 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
403,Federico Morello PwC,"3,513 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/mBpD6Tuo7r","May 14, 2020",0
404,Ernest Duncan,329 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/k3SfeemtXc","May 14, 2020",0
405,delapena.esteban,17 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
406,Kenneth McHansen,23 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/ojWB8Itq5K","May 14, 2020",0
407,Daniel Smith,36 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/BD1657iA3h","May 14, 2020",0
408,Dexter’s News 🌍,24 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE https://t.co/N51JbYT8w7","May 14, 2020",0
409,Dr. Adol Guzmán,573 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/TAv6HQRUqD","May 14, 2020",0
410,Shawn Azar,85 Followers,"https://ift.tt/2Z09HEE #Technology ""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://t.co/1AGUbcus78","May 14, 2020",0
411,Tech L0G 🇺🇸🇬🇧📝,"4,604 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://nyti.ms/3cuW5p7 https://t.co/JpfdXSbOOy","May 14, 2020",0
412,John Walker,547 Followers,"A Covid-19 vaccine may be required before being allowed to fly, attend certain schools or enter certain businesses. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
413,Francesco Rea,116 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/pXyM0UIMM3","May 14, 2020",0
414,Maurici Alvarez,736 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE #TIMBETA #TIMBETALAB #BETALAB https://t.co/C8vTLI27Ln","May 14, 2020",0
415,ACR,273 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE by Kevin Roose via NYT","May 14, 2020",0
416,Jason,208 Followers,"Reading - ""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
417,Techtoids,22 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT Technology https://ift.tt/2Z09HEE #Techtoids #apple #applelove #iphonedaily#technology #applefan #macios#macbookpro #macbook #macbookair#mac #imac #creator #iphonese2#professional #photoediting#videoediting #maci… https://t.co/zKT00oTQsy","May 14, 2020",0
418,NicKafkas,196 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
419,Paola Liberace,"1,352 Followers","""Get Ready for a Vaccine Information War"" via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
420,Justin Rand,31 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
421,Techdaily,116 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose https://ift.tt/2Z09HEE https://t.co/EQPXOCSJlZ","May 14, 2020",0
422,IDP Patent Services,"7,078 Followers","News in #Technology: ""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/Oeelwa4rsq","May 14, 2020",0
423,Ñ,118 Followers,☆ Get Ready for a Vaccine Information War https://ift.tt/2Z09HEE,"May 14, 2020",0
424,sbot,669 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
425,Neural Being,4 Followers,Get Ready for a Vaccine Information War https://ift.tt/2Z09HEE,"May 14, 2020",0
426,inventa.me,"1,294 Followers","#Technology ""Get Ready for a Vaccine Information War"" https://nyti.ms/2Z2scZa","May 14, 2020",0
427,Mixx World,17 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
428,Ajay J Pillai,26 Followers,Get Ready for a Vaccine Information War https://ift.tt/2Z09HEE https://t.co/vCq7bhraC4,"May 14, 2020",0
429,t4 techxas,40 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose https://ift.tt/2Z09HEE https://t.co/h6sJNe8qtB","May 14, 2020",0
430,Mahmoud AbuFadda,834 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/kh8KIcQkGy","May 14, 2020",0
431,Standing with Marco,314 Followers,"#News via #NYT by Kevin Roose ""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE https://t.co/QSfyJgJ5w9","May 14, 2020",0
432,galleonvirtual,2 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE https://t.co/vp0ulk4T7t","May 14, 2020",0
433,Jerry,106 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
434,Phong Starzewski,127 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
435,Gaucho Power,85 Followers,Vacuna contra el #COVID19: entre el pensamiento científico y el populismo conspirativo. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
436,Michael A. Reta,600 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
437,rmnstr,209 Followers,"Interesting read: ""Get Ready for a Vaccine Information War"" via NYT https://ift.tt/2Z09HEE New York Times https://ift.tt/3fNIPxC","May 14, 2020",0
438,Alley Pop,"2,906 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
439,blogs4u,243 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://nyti.ms/2LpChau site: http://bit.ly/2WBUoz5 https://t.co/xNZURqQEQE","May 14, 2020",0
440,Ayush Gupta,443 Followers,"This is worrying, though mostly in the future.. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html .. Does this worry anyone else?","May 14, 2020",0
441,David R Edwards,"6,835 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/rq7Fg1M6JO","May 14, 2020",0
442,sNerf,62 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
443,Lulú De Panbehchi,"2,053 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/xZh9jhk67Z","May 14, 2020",0
444,Hensler Agency,"1,361 Followers","""Get Ready for a Vaccine Information War"" via @nytimes: https://ift.tt/2Z09HEE #trending #news","May 14, 2020",0
445,Gotmee,"1,111 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/xKO8xOsZkU","May 14, 2020",0
446,rmnstr,209 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/8ankihtB7a","May 14, 2020",0
447,Stuart Falk,"1,640 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times by Kevin Roose https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
448,SEO Kai,22 Followers,#Get Ready for a Vaccine Information War ► https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?partner=IFTTT https://t.co/0REJTwfDeV,"May 14, 2020",0
449,Alpine Sucre,238 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/XdJRkf58iv","May 14, 2020",0
450,Asena Duman,38 Followers,"""Get Ready for a Vaccine Information War"" Kevin Roose https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?partner=IFTTT","May 14, 2020",0
451,KJayLee,577 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/0OANPtrWKj","May 14, 2020",0
452,Electra Adams,550 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE","May 14, 2020",0
453,Coach Howell,318 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/I2o45SmQGR","May 14, 2020",0
454,Galileo B. Luzano,"20,230 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
455,Andrew B,,"Check out ""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
456,Oscar Castillo,63 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/5PEXAYKGOS","May 14, 2020",0
457,Jeff Holth,"1,298 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
458,Aijaz Shaikh,388 Followers,"""Get Ready for a Vaccine Information War"" Check out via NYT https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
459,101stmonk3y,"1,076 Followers","Get Ready for a #Vaccine Information War .Google: ""SV40"" Social media is already filling up with misinformation about a #COVID19 #vaccines, months or years before one even exists. https://nyti.ms/3fKbHXz","May 14, 2020",0
460,SESRockets,158 Followers,"Readers of the New York Times think this Technology article is pretty cool, we think you'll like it too! ""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",0
461,Antonio Velardo,"44,083 Followers","""Get Ready for a Vaccine Information War"" via @NYT https://ift.tt/2Z09HEE #technology","May 14, 2020",0
462,paras pipalia,497 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose https://ift.tt/2Z09HEE New York Times #technology #startup #nyctech","May 14, 2020",0
463,Rachel Doraty,308 Followers,"""Get Ready for a Vaccine Information War"" #tech https://ift.tt/2Z09HEE New York Times","May 14, 2020",0
464,Riccardo Pallecchi,187 Followers,"https://static01.nyt.com/images/2020/05/14/business/14roose1/14roose1-mediumThreeByTwo440-v4.jpg""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE #tech #news","May 14, 2020",0
465,Angsuman Chakraborty,"7,942 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose https://ift.tt/2Z09HEE #f https://t.co/4a6VRBCKj8","May 14, 2020",0
466,SunVera Software,295 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE #mobile https://t.co/PtfIM61J1S","May 14, 2020",0
467,خـ ا لـ د | K h a l e d,41 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/rR8YU6Xbl6","May 14, 2020",0
468,Christopher Clark,"1,383 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
469,⚓𝓜𝓪𝓻𝓴𝓮𝓽𝓲𝓷𝓰𝓓𝓲𝓰𝓲𝓽�...,"17,795 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/LeoDiCaprio?s=tnp","May 14, 2020",0
470,scorthine,2 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
471,Lena Camilletti,897 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
472,Peter Tulipan,50 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
473,Elena Fagotto,255 Followers,Could deliberate #misinformation campaigns threaten vaccine adoption #coronavirus #covid19 #infodemic https://nyti.ms/3fKbHXz,"May 14, 2020",0
474,Anne Laurie,73 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
475,Mr Anderson,"13,999 Followers",Get Ready for a Vaccine Information War - The New York Times https://nzzl.us/NY7tRfT via @nuzzel thanks @aza,"May 14, 2020",0
476,Donald Douglas,"3,213 Followers",@MichelleMalkin 👀 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
477,𝓙𝓲𝓶 𝓟𝓮𝓮𝓽 - [Anthony cal...,427 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html JP: I'll be the 1st to take the shot,"May 14, 2020",0
478,CA. Prabhat Neupane,64 Followers,Bill Gates and WHO are the ones I am very reluctant to believe. Every mainstream media is panicking for its role being discredited by majority of people as it has always been propoganda machines of billionaires and elites. #FreedomOfSpeech #breakupbigtechs https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
479,Dirk Carney,630 Followers,"“Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.” | ⁦@nytimes⁩ https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",0
480,Handyman115,"2,230 Followers",COMMON SENSE IN AMERICA IN SHORT SUPPLY! ANTIVAXERS ARE PLAIN DISTURBED! GET THE STRAIGHT JACKETS! NYTimes: Get Ready for a Covid-19 Vaccine Information War Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",0
481,Anne Flaherty,87 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
482,Julie Kiefer,"1,513 Followers",Frightening- Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
483,Myfaceclinic,"1,178 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/Myfaceclinic?s=tnp","May 14, 2020",0
484,Shelly-StreamBloodyValentine. ...,"3,665 Followers",Facebook is a menace to society. Most of the misinformation in the world originates there. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",0
485,mydotcomdoc,"1,838 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/mydotcomdoc?s=tnp","May 14, 2020",0
486,sti.securite.france,521 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/sti_securite?s=tnp","May 14, 2020",0
487,Digital Health Space,"1,638 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/glevin1?s=tnp","May 14, 2020",0
488,Patrick Boyce,8 Followers,"The headline is ""What if we get a COVID-19 vaccine and half of Americans won't take it? I call that thinning the herd. https://nyti.ms/3fKbHXz","May 14, 2020",0
489,Andrew,"10,428 Followers","Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/esif22?s=tnp","May 14, 2020",0
490,m_burger,168 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
491,TheDudeSeesAll,"1,583 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",0
492,FEMEN Promo,421 Followers,"Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/FEMEN_Promo?s=tnp","May 14, 2020",0
493,Kat Flannery Dering,927 Followers,"If anti-vaxxers don't want the vaccine, and want to risk dying on a ventilator, or suddenly of a stroke at age 35, let them face the consequences. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 14, 2020",0
494,SubRosa )✿( Magick,"4,667 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
495,Rob Eaton,745 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
496,AAKl4,1 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
497,healthtopics,73 Followers,"Top story: Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/healthtopics1?s=tnp","May 14, 2020",0
498,Kristopher Koles,1 Followers,Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0
