,Page,Members,Message,Date,Interactions
109,Ivo Vojtek,11 Followers,"""To recover from this pandemic, we need to mobilize a pro-vaccine movement... Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html #VaccinesWork","May 14, 2020",3
110,Myriam Redondo,"3,459 Followers",¿Y si se encuentra una vacuna contra el COVID y mucha gente rechaza recibirla? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",3
111,Adam Rasmussen,560 Followers,"""Social media companies need to take the threat of vaccine-related misinformation seriously and devote tremendous resources to stopping its spread."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",3
112,edna,608 Followers,This piece on fighting the vaccine information war is really important especially as more people tweet about not getting the vaccine as soon as it's produced due to safety fears https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",3
113,Dr Gozde Ozakinci 🇪🇺,"4,609 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",3
114,Dorie C,615 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",3
115,Natalie Nicole,"25,435 Followers",Social media is already filling up with misinformation on a Covid-19 vaccine https://nyti.ms/3fKbHXz,"May 13, 2020",3
116,Undark Magazine,"49,855 Followers","Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. (By @kevinroose for @nytimes) (12/12) https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",3
117,Barney Blather,"3,733 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",3
118,Méta-Media FranceTV,"13,735 Followers","⭐⭐ Sur les réseaux, des fausses informations sur un vaccin Covid-19 se propagent avant même qu'il n'existe 📱💉🤥 #désinformation #plateformes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",3
119,Jorge Gobbi,"12,273 Followers",¿Que pasaría si se logra desarrollar una vacuna para el Covid-19 y una parte significativa de la población se niega a usarla? Los desafíos a la salud pública por parte del movimiento antivacunas https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",3
120,Bunk,59 Followers,The anti-vaccination movement has been waiting for their moment. That moment has come and it couldn't be a more monumentally dangerous time for their message and misinformation to spread. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",3
121,Yonatan Lupu,"1,310 Followers",More on this from NYT https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",3
122,Gonçalo Cruz,"20,388 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",3
123,John Overholt,"21,704 Followers",“The anti-vaxxers have been practicing for this. And I’m worried that they will be unusually effective in sowing doubts about a Covid-19 vaccine.” https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2
124,Chaosx2🧼🤲🏼🥽🧤😷,"1,872 Followers","To recover, we need to be as devoted, internet-savvy, as compelling as the antivax 'movement'.. And funded. The ads, slick campaigns, billboards, speakers fees for 'big names' to show. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html Great piece from @kevinroose https://t.co/1oqLZxFfFX","May 14, 2020",2
125,Richard Carmody @🏠,123 Followers,@JustinWolfers Or vaccine? They are lining up. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2
126,Charu Kaushic,661 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2
127,Saorsie Kenney a Plastic Paddy...,"2,365 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",2
128,Tony #RESIST,"8,251 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2
129,Najat,"1,255 Followers",What if we get a Covid-19 vaccine and half the population refuses to take it? Fighting the misleading propaganda about vaccination! https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/Y61AlsJGVv,"May 14, 2020",2
130,Joanna,49 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2
131,David,135 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",2
132,Craig Calhoun,"21,175 Followers","""The anti-vaccine community is more organized and strategic than many of its critics believe."" Disturbing and dangerous. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share See also: https://www.nature.com/articles/s41586-020-2281-1","May 14, 2020",2
133,Joe Kapler 🌊🌊🆘,"27,944 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",2
134,ΣVAN,364 Followers,@Cusimaniac @tfrosty23 Got this NYT alert like an hour ago lol https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?,"May 14, 2020",2
135,The Calitaliano Kid 🆘 😎🌴🌈�...,"5,606 Followers",Get Ready for a Covid-19 Vaccine Information War. https://nyti.ms/3fKbHXz,"May 14, 2020",2
136,Catalina Gil Pinzón,779 Followers,@ranoguera https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2
137,Sally Wong,70 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
138,Sanjana Hattotuwa,"8,803 Followers","Had all this in mind reading Get Ready for a Vaccine Information War by @kevinroose today, https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html in @nytimes. Thankfully, #srilanka doesn't have an anti-vaxxer movement, but #disinformation rife & secure as propagators demographics one doesn't usually suspect.","May 13, 2020",2
139,Eamon Dillon,"5,521 Followers",The looming anti-vaxxer battle - Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
140,Sean Urban,307 Followers,Pretty sure this has already started I see stupid stuff all the time...https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
141,Nakia 💫 ✊🏾 📖 🍉,"1,943 Followers","I wish I knew the secret to getting people to trust health officials, experts, and scientists over crazy people on Youtube || Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",2
142,Sharon Fastlicht,"5,417 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
143,Jennole,856 Followers,No doubt this will happen 🤦‍♀️ Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",2
144,CT Senate Democrats,"12,097 Followers",Attention Connecticut (but you already know this): Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
145,KentBottles,"11,758 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
146,Dag Kristian Dysthe,45 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",2
147,Anthony Townsend,"7,122 Followers","read this another way—Bill Gates gave us a future, and Mark Zuckerberg took it away. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
148,miniPCR,"2,918 Followers","Very clear headed piece about the perils of misinformation. Science teachers, we need you on this fight! https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2
149,Waxy.org,"2,165 Followers",Kevin Roose on the vaccine misinformation war: conspiratorial thinking is uniting anti-vaccination activists and far-right extremist groups https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
150,🇨🇱🐕 Selfieton... UPETSCl 🇨...,"12,674 Followers","Las RRSS están generando información errónea sobre una vacuna COVID-19, a años antes de que exista. ""Los anti-vaxxers han estado practicando para esto"", escribe @kevinroose. ""Y me preocupa que sean inusualmente efectivos"". https://nyti.ms/360296C https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/LwGAiBweX5","May 13, 2020",2
151,Carol Ross Joynt,"3,579 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
152,basiapuszkar,626 Followers,"Astonishing. In an age where science has given us longer, healthier life, scientific principles and methods, technology, tools to research and become ever more knowledgeable, some long for an era of superstition: throwing chicken bones, burning 'witches'. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2
153,🇨🇱🐕 Selfieton... UPETSCl 🇨...,"12,674 Followers","Prepárese para una guerra de información erróneas sobre vacunas contra la Pandemia delel Convid-19. Las redes sociales-RRSS, ya se están llenando de información errónea sobre una vacuna Covid-19, meses o años antes de que exista. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/LwGAiBweX5","May 13, 2020",2
154,Hunter Crowther,"1,095 Followers","'Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it.' https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2
155,David Ewing,537 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
156,Anderson Röhe,333 Followers,Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
157,Joan Barata,"1,548 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2
158,Lynn,681 Followers,"Get Ready for a Vaccine Information War - Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
159,Evan DeSimone,"4,108 Followers","Public health officials will need a much more aggressive media strategy ahead of any vaccine, and it needs to start now. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
160,GW Media Relations,"2,258 Followers",Coverage of the new research in @nytimes via @kevinroose: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
161,Shower Cap,"1,492 Followers","Oh, there’s so much fun yet to come. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2
162,erin mccann |,"16,822 Followers",this is fine dot gif https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2
163,Jaime Eduardo Gomez,"1,026 Followers",Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1
164,Sofia Rei,"4,031 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share,"May 14, 2020",1
165,Todd Gitlin,"9,616 Followers",The anti-vaxxers have a plan. Be alert. https://nyti.ms/3fKbHXz,"May 14, 2020",1
166,(((evan shapiro))),"14,629 Followers","Our greatest challenge is not #COVIDー19. It’s Media Illiteracy. It explains how people buy FOX News, Trump, 5G, Birtherism and Bleach. Media Illiteracy Kills. “What if we get a #COVID19 vaccine and half the country refuses to take it?” @kevinroose https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/h8qTl0aN8U","May 14, 2020",1
167,President “Vivor and certain S...,"2,364 Followers",".@kevinroose: false rumors that 5G towers fuel the coronavirus, that drinking bleach ... can cure it, that Dr. Fauci is part of an anti-Trump conspiracy — may be just the warm-up act for a much bigger info war Q: How much will msm contribute to it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1
168,Ask About #COVID19,22 Followers,"Get Ready for a #COVID19 #vaccine Information War. When a vaccine is eventually developed, would the world take it? How to get the right scientific information to public? How to make people feel safe? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1
169,Silla Brush,"6,442 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1
170,𝕋𝕙𝕚𝕖𝕣𝕣𝕪 𝕁. 𝔽. 𝕋𝕙𝕠�...,"3,208 Followers",Get Ready for a #COVID19 Vaccine 💉 Information War ⚠️ https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1
171,Mahmoud AbuFadda,834 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE","May 14, 2020",1
172,Pascal Marco Caversaccio,281 Followers,"Social media is already filling up with misinformation about a #COVIDー19 vaccine, months or years before one even exists! #WTF #Morons #Vaccine https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",1
173,Sidhartha,97 Followers,"""Get Ready for a Vaccine Information War"" by Kevin Roose https://ift.tt/2Z09HEE #NYT #News #technologynews","May 14, 2020",1
174,Andrej Matisak,"4,260 Followers","Get Ready for a #Covid19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html, via @nytimes","May 14, 2020",1
175,The Repentant,"1,802 Followers","""Get Ready for a Vaccine Information War"" by Kevin Roose via NYT https://ift.tt/2Z09HEE https://t.co/0lS4krk8qF","May 14, 2020",1
176,April Spivey,"43,993 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1
177,Michael Redmond aka Ink Staine...,411 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1
178,Jillian Stengel,264 Followers,"Great insight, @kevinroose hits an underlying nail. Orgs like @CDCgov and @WHO have to take their blinders off and get ahead of this. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",1
179,Victor Asal,"9,998 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",1
180,David D. Ayer,574 Followers,ARE WE FUCKING HOPELESS? Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1
181,Steve Morrison,"2,941 Followers",We are not at all ready. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",1
182,Travis Sentell,"3,186 Followers",https://ift.tt/2Lm9rrP,"May 14, 2020",1
183,Nicholas Everhart,987 Followers,Absolutely insane & scary that this is a serious looming problem. Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1
184,rya wiedy,890 Followers,"@Uki23 Krn obrolan soal kpn vaksin siap, lbh ke perang wacana aja, sok2an aja si... Ndk mgk bs siap cepet laah... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
185,Pau Aragay Marín,"1,095 Followers",Get Ready for a Vaccine Information War http://getpocket.com/@pauaragay/share/4822590,"May 13, 2020",1
186,Nina Roberto,4 Followers,For my three followers- I swear im gonna throw hands if anti-vaux moms keep me from having a senior year https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
187,superlenin,442 Followers,"@territhrush @UrsulaKiener Si vas a leer el resto de las respuestas a este hilo, léete esto también por favor : Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",1
188,Dr. Patrick R. Mullen,399 Followers,"Get Ready for a Vaccine Information War Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. By Kevin Roose May 13, 2020 Updated 2:07 p.m. ET https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
189,David Windt,"4,476 Followers","@daveanthony The condition seems terminal. ""What if we get a Covid-19 vaccine and half the country refuses to take it?"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/AzXqdwfcqd","May 13, 2020",1
190,Tad Suiter,"1,799 Followers",What if we come up with a COVID-19 vaccine and half of the country refuses to take it? https://nyti.ms/3fKbHXz,"May 13, 2020",1
191,Larry Waldbillig,"2,318 Followers","""There are three kinds of men. The one that learns by reading. The few who learn by observation. The rest of them have to pee on the electric fence for themselves."" - Will Rogers https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
192,Joe Battaglia,97 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
193,Jenifer Einstein,102 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
194,Silvia Cobo,"13,261 Followers",¿Qué pasaría si millones de personas se negaran a tomar la vacuna contra el coronavirus? La batalla ya está en las redes y saben moverse mejor que los grupos pro vacunas https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
195,TerryHasAnOpinon,"2,523 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
196,Shane Hardin 🔨,"5,858 Followers",Then what @RepMattKrause? These Tarrant County anti-vaxxers are your peeps. Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
197,Current Status,"1,248 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
198,Michael Russell,"2,776 Followers",#TheComingCOVID19VaccinationDeniers Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
199,Blind Squirrel,344 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
200,Awesome Anglen,38 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
201,Mark Sarvas 🌊,"1,530 Followers",Then let them all die. Seriously. Because they are too stupid to live. They won't be missed. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
202,Justin Kenta Welch,147 Followers,Vaccines work. They will eradicate this virus. They do not cause autism or other side effects. They are the one and only way we will defense this virus. Who agrees? Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
203,Rachel McRea,"26,512 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
204,Beth (Pixie)♊,447 Followers,"As a nurse this scares the shit out of me. For fucks sake educate yourself and get the damn vaccine. You want life to return to ""normal?"" Then take the shot UNLESS you can prove WITH BLOODWORK you have the antibodies. https://nyti.ms/3fKbHXz","May 13, 2020",1
205,Mathias GIREL,"1,836 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
206,Louise Roug,"6,649 Followers","oh, great https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",1
207,across the curve.com,"5,692 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
208,Jason Sobe,"1,307 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
209,Norm Rumack,"2,159 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
210,Timothy McBride,"6,382 Followers",Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
211,IMAAC MARKETING GP,417 Followers,"La mas Relevante! Get Ready for a Vaccine Information War http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html, see more http://tweetedtimes.com/IMAAC_MARKETING?s=tnp","May 13, 2020",1
212,KasiaHP,"8,714 Followers",Get Ready for a #Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",1
213,OLaV: Online Language of Vacci...,35 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
214,Kati Lahtinen,"3,015 Followers",Entä jos. Tässä on vielä muutakin pohdittavaa kuin rokotteen valmistuminen. What if we get a Covid-19 vaccine and half the country refuses to take it? Get Ready for a Covid-19 Vaccine Information War. #rokote #koronarokote #vaccine #COVID19vaccine https://nyti.ms/3fKbHXz,"May 13, 2020",1
215,Scott Greenberger,"1,296 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
216,Scooter,130 Followers,#antivax #antivaxx #antivaxer #vaccinesArePoison #vaccine #vaccines #VaccinesWork #COVID19 #COVID19US #Covid19usa #Covid_19 #BernieWouldHaveWon #BernieSanders #Bernie2020 #BernieSanders2020 #FeelTheBern #ImpeachTrump #ImpeachTrumpNow #ImpeachTrumpPence https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
217,Anesa Miller,"10,542 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
218,Kevin Collison,"3,759 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
219,MEG,"1,459 Followers",All of this. #VaccinesWork. Vaccine advocates (incl myself) thought it was about education only; antivaxxers made it a crusade. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/vSO4KcEVRp,"May 13, 2020",1
220,Sattar Ahmad Khokher,19 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
221,General Porgana,248 Followers,"I've been thinking about this a lot lately. The pandemic has certainly brought out some of my more asshole pedant tendencies, but... I think this is why. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
222,Scott Hartley,72 Followers,This is worth the read. Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
223,CA IZ Coalition,"1,992 Followers","‘In short, the anti-vaxxers have been practicing for this.’ Yes, yes they have @kevinroose Social media platforms need to step up and stop facilitating misinfo and public health advocates need to do more/better too Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",1
224,Sarah Mooney,179 Followers,"There's plenty of reason to believe this could be quite prescient writing - 'Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.' https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",1
225,"Mark Harmel MPH, CDCES (CDE)","2,649 Followers",I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it? Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
226,Jennie Wetter,"1,255 Followers",Midway through a clip from “Plandemic” — a documentary...spreading baseless lies and debunked nonsense about the coronavirus to millions overnight — I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",1
227,Samuel J. Howard,"1,591 Followers",Depressing. Too tired for this. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
228,TCS Europe,149 Followers,"#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/89jU2J21Hr","May 13, 2020",1
229,NewYork Times Tech,"2,655 Followers","Get Ready for a Vaccine Information War May 13, 2020 at 07:30PM Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://ift.tt/2T3Sg2j https://ift.tt/2Z09HEE https://t.co/4gRbF9y0wm","May 13, 2020",1
230,Jason Kries,"8,164 Followers","""Get Ready for a Vaccine Information War"" via NYT https://ift.tt/2Z09HEE #tech","May 13, 2020",1
231,Mx. Brian Latimer,"4,361 Followers",Read this to get a better understanding of vaccine misinformation and how it may take hold. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",1
232,Ðieɠo ⅽ[ː̠̈ː̠̈ː̠̈] ͌,424 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?partner=IFTTT by BY KEVIN ROOSE via @nytimes https://t.co/vxpDRImnQC,"May 13, 2020",1
233,Massimo Giordani,"58,804 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://nyti.ms/2T2Ek8J https://t.co/Ea27SHOgbs","May 13, 2020",1
234,Westerfield Tolbert,"1,530 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via @NYTimes https://ift.tt/2Z09HEE","May 13, 2020",1
235,Esther Wojcicki,"8,574 Followers",Get Ready for a Vaccine Information War - The New York Times https://nzzl.us/NY7tRfT via @nuzzel thanks @hrheingold,"May 14, 2020",0
236,Mary Rack,"1,448 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share https://t.co/vJSsp4dTA5,"May 14, 2020",0
237,lucalopes,12 Followers,Prepare... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/aJCQjYk8ek,"May 14, 2020",0
238,AtLeastBeHonest,"1,124 Followers",@WayneDupreeShow https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0
239,Václav Pláteník,"1,006 Followers","Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0
