,Page,Members,Message,Date,Interactions,hrefs
465,Tyko Kihlstedt,598 Followers,"Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share Pitting public health officials/ politicians against an anti-vaccination movement that floods social media with misinformation, conspiracy theories and propaganda claining the vaccine is a menace.","May 14, 2020",0,https://twitter.com/SwampGreen/status/1261068074754756616
466,Tyko Kihlstedt,598 Followers,"Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.","May 14, 2020",0,https://twitter.com/SwampGreen/status/1261067484632932353
467,Cindy Rivera,551 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/cin_d25/status/1261066923200008192
468,Pegah,33 Followers,“What if we get a COVID-19 vaccine and half the country refuses to take it?” ⁦@nytimes⁩ ⁦@kevinroose⁩ https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/pegshahm/status/1261065224703979520
469,Marc Hoppers,"1,701 Followers",Get Ready for a Vaccine Information War http://ow.ly/4heS50zGro9,"May 14, 2020",0,https://twitter.com/hops/status/1261065014326243332
470,Rachel Harville,"1,757 Followers",They better get ready for a vaccine war in general. Either bring vaccines up to the gold standard of medicine or get rid of them. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/labelladonna123/status/1261055855203672064
471,Andrew J. Hollins,557 Followers,"Get ready #scicomm folk there's a job coming everyone's way... ""Get Ready for a Vaccine Information War"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html","May 14, 2020",0,https://twitter.com/AJ_Hollins/status/1261055429624430593
472,Andrés Ricardo,74 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/aricardocp/status/1261051486978613248
473,UltimateTradingMachine,"1,608 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/SimpleGroup_Inc/status/1261048821968224257
474,aporia,478 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/AporiaConner/status/1261046409945657344
475,Hoovervillian,92 Followers,"@mhdksafa No. And while I advocate for vaccination at birth, I refuse to receive any vaccination that hasnt under-gone years of extensive research. #NoMandatoryVaccination https://www.google.com/amp/s/www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html","May 14, 2020",0,https://twitter.com/Hoovervillian/status/1261045032225824776
476,Middle America Project,"6,642 Followers","After false claims about injecting bleach to cure #COVID19 and 5G towers transmitting the virus, the spread of misinformation could further fuel distrust in people, motivating them not to get a vaccine. @NYT has more: https://nyti.ms/3dHM3kw","May 14, 2020",0,https://twitter.com/MiddleAmerica/status/1261038576969670656
477,Suzanne Cottrell,248 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/caughtlearning/status/1261037618122219520
478,Newslit,576 Followers,Get Ready for a Vaccine Information War – by @kevinroose via The New York Times https://nyti.ms/3bBrG6Z,"May 14, 2020",0,https://twitter.com/NewslitCo/status/1261032285115039745
479,Lindsey S. Moon,922 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/lindseysmoon/status/1261031266108846080
480,ellen rab wildman,194 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/erwildman/status/1261029632301727744
481,Camilo C.,21 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/CamiloCely13/status/1261027440199176192
482,The Prepaid Economy,"7,289 Followers",Here you go: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html Everything y'all will see swamping all the content feeds and websites across the English language digital platforms composed of the Internet as it exists in the now. Will you continue to get hurt by the fallout of one far away election?,"May 14, 2020",0,https://twitter.com/prepaid_africa/status/1261024298334072833
483,Stuart Kehrig,"1,137 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/stukehrig/status/1261019438658146306
484,Harris Meyer,"2,529 Followers",Smart piece. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/Meyer_HM/status/1261017554488905728
485,Manarola5,392 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/Manarola5/status/1261017059485454336
486,Michael von Forstner,237 Followers,Get Ready for a Covid-19 Vaccine Information War - This is terrifying! https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/ForstnerVon/status/1261013603911634945
487,maximum_Q™,"28,243 Followers",Technocrat wants to organize a Pro-Vaccine Information War to combat the anti-vaccine movement https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/maximum_Q/status/1261010960308998148
488,Bites,"3,517 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/_BITES/status/1261007275679985667
489,Chris Fox,732 Followers,The world is trying to wind me up. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/chrisfoxdesign/status/1261007250308468736
490,Fordastika,964 Followers,"Get Ready for a Vaccine Information War. ""The anti-vaccine community is more organized and strategic than many of its critics believe."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0,https://twitter.com/Fordastika/status/1261005686277910528
491,Kevin Kurbs,"2,571 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html #tech #technology https://t.co/ByMTGw7xVL,"May 14, 2020",0,https://twitter.com/KKurbs/status/1261004692521451524
492,Ashley Stuart,84 Followers,Just found this article while scrolling through Facebook and I strongly encourage all of you to read it. I can't be the only one concerned about this especially with Plandemic trending last week. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",0,https://twitter.com/AshleyStuart94/status/1261001049021636608
493,AveMaria 🕷 🕸,52 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/EmaAries/status/1260999741401374720
494,M. Adam Anees,359 Followers,"We've conveniently sidelined the fact that there exists an anti-vaccine community in this world. It took years for countries to eliminate polio, which still exists in Pakistan and Afghanistan. Is vaccine a solution? https://nyti.ms/3fKbHXz","May 14, 2020",0,https://twitter.com/adamanees/status/1260997528499224577
495,Nicholas Gelardi,16 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/GelardiNicholas/status/1260994818697658368
496,Ryan Eby,627 Followers,"""In short, the anti-vaxxers have been practicing for this. And I’m worried that they will be unusually effective in sowing doubts about a Covid-19 vaccine for several reasons."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 14, 2020",0,https://twitter.com/eby/status/1260992951104098305
497,David Harman,44 Followers,Get ready to deal with anti-Vaxxer stupidity https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/Synth3r/status/1260987465751498752
498,wash,83 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/miyazawash/status/1260984694557913099
499,dirk dekema,198 Followers,Get Ready for a Vaccine Information War - http://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://twitter.com/dikkied/status/1260982652577943552
