,Page,Members,Message,Date,Interactions,hrefs
152,Moshe Vardi,"7,197 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 17, 2020",3,https://twitter.com/vardi/status/1262148268655628296
153,Isabela Villas Boas 🇧🇷🇧🇷🇧...,556 Followers,Pensam que a guerra contra o obscurantismo vai acabar quando houver uma vacina? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",3,https://twitter.com/isabelavb/status/1261331208035762176
154,Essentially Free ⭐⭐⭐,669 Followers,@uTobian Its a war and were ready. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/tHjpPwQ8pF,"May 15, 2020",3,https://twitter.com/essentialsteez/status/1261329179854778370
155,Ivan,297 Followers,@nervnata Заеби. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",3,https://twitter.com/irrrelevan/status/1261256645365182464
156,Chelo Domínguez,298 Followers,Antivacunas movilizados contra una vacuna que aún no existe. Los americanos inventando otro concepto: el pre-cretinismo. Alucinando https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",3,https://twitter.com/cheldom/status/1261248472465973249
157,paraibinha true que aprendeu a...,786 Followers,@lama_mala https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html dá um lida nisso,"May 15, 2020",3,https://twitter.com/bdebiologo/status/1261140705889726465
158,Maxine Clark,"7,990 Followers",BE VIGILANT! Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",3,https://twitter.com/ChiefExecBear/status/1261127628267884554
159,The 'real' Antichrist👹,"1,289 Followers",Please take my vaccine? 👹- It's safe and effective.🎶🥰 🤫🤭 Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",3,https://twitter.com/TheRealGDAntiC1/status/1261061719734001666
160,Daniel Iriarte,"1,952 Followers","Esto es realmente preocupante: la posibilidad de que, si se descubre una vacuna contra el coronavirus, el movimiento antivacunas consiga convencer a una gran parte de la población de que no se la ponga. Y tienen las herramientas para hacerlo https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",3,https://twitter.com/Danieliriarteo/status/1261002121257811969
161,Catherine D. Tan,330 Followers,"In the immediate, we will need stringent vaccination requirements & collective effort from social media platforms to quash misinformation. Long term, how do we nurture public trust in expertise? #antivaccination #antivaxx #pandemic #vaccines https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=fb-share","May 14, 2020",3,https://twitter.com/Catherineoscopy/status/1260897961187389442
162,Steve Metz,"10,872 Followers",Improving the gene pool through natural selection. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",3,https://twitter.com/steven_metz/status/1260875592406368262
163,Charlie Hancock,"2,212 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",3,https://twitter.com/Hancock2001/status/1260855709140467713
164,Ivo Vojtek,11 Followers,"""To recover from this pandemic, we need to mobilize a pro-vaccine movement... Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html #VaccinesWork","May 14, 2020",3,https://twitter.com/IvoVojtek/status/1260850737321574400
165,Najat,"1,372 Followers",What if we get a Covid-19 vaccine and half the population refuses to take it? Fighting the misleading propaganda about vaccination! https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/Y61AlsJGVv,"May 14, 2020",3,https://twitter.com/futuristicNajat/status/1260835296419155968
166,Myriam Redondo,"3,464 Followers",¿Y si se encuentra una vacuna contra el COVID y mucha gente rechaza recibirla? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",3,https://twitter.com/globograma/status/1260811970674122753
167,Adam Rasmussen,563 Followers,"""Social media companies need to take the threat of vaccine-related misinformation seriously and devote tremendous resources to stopping its spread."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",3,https://twitter.com/Chrysologus/status/1260747448483557376
168,HaveToTakeATrump,"3,652 Followers","""What If We Get a Vaccine and Half the U.S. Won’t Take It? [WHO GIVES A SHIT? GOOD RIDDANCE, ANTI-VAXXERS!]"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",3,https://twitter.com/HouseRectum/status/1260693324152930308
169,Dr Gozde Ozakinci 🇪🇺,"4,618 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",3,https://twitter.com/Gozde786/status/1260690822820966400
170,Dorie C,616 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",3,https://twitter.com/doriecham/status/1260679289013301248
171,Natalie Nicole,"25,429 Followers",Social media is already filling up with misinformation on a Covid-19 vaccine https://nyti.ms/3fKbHXz,"May 13, 2020",3,https://twitter.com/NatalieNicole/status/1260673708445712386
172,Undark Magazine,"49,974 Followers","Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. (By @kevinroose for @nytimes) (12/12) https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",3,https://twitter.com/undarkmag/status/1260668790699896832
173,Barney Blather,"3,727 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",3,https://twitter.com/BarneyBlather/status/1260648149963571200
174,Anderson Röhe,335 Followers,Get Ready for a Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",3,https://twitter.com/dankerohe/status/1260617160809943040
175,Méta-Media FranceTV,"13,739 Followers","⭐⭐ Sur les réseaux, des fausses informations sur un vaccin Covid-19 se propagent avant même qu'il n'existe 📱💉🤥 #désinformation #plateformes https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",3,https://twitter.com/metamedia/status/1260608492437565446
176,Jorge Gobbi,"12,263 Followers",¿Que pasaría si se logra desarrollar una vacuna para el Covid-19 y una parte significativa de la población se niega a usarla? Los desafíos a la salud pública por parte del movimiento antivacunas https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",3,https://twitter.com/morrissey/status/1260604150594797572
177,Bunk,60 Followers,The anti-vaccination movement has been waiting for their moment. That moment has come and it couldn't be a more monumentally dangerous time for their message and misinformation to spread. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",3,https://twitter.com/ItsBunk/status/1260603768103723011
178,Gonçalo Cruz,"20,366 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",3,https://twitter.com/GoncaloPCruz/status/1260591474766422018
179,The Prepaid Economy,"7,289 Followers",@OxfamAmerica @NonieMG https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 18, 2020",2,https://twitter.com/prepaid_africa/status/1262403677404397568
180,Adede!,"2,122 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 16, 2020",2,https://twitter.com/Shar_Awn/status/1261716067551936519
181,APHA CHPPD Section,"1,115 Followers",No vaccine in sight but the anti-vaccination movement is...Public Health needs to keep making strides in correcting /preventing the spread of misinformation and offering proper information before this gets out of hand. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html#click=https://t.co/DvBZSR9lV6,"May 16, 2020",2,https://twitter.com/CHPPD_APHA/status/1261678146329378816
182,_nsc,192 Followers,@Burkminster https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 16, 2020",2,https://twitter.com/naiara_nsc/status/1261653512938758144
183,irene,454 Followers,What if we get a Covid-19 vaccine and half the country refuses to take it? https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 16, 2020",2,https://twitter.com/irene_r/status/1261633125689556994
184,Scott Neuman,"2,121 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",2,https://twitter.com/ScottNeumanNPR/status/1261441570663890944
185,Chantelle Booysen,663 Followers,"@nytimes #antivaxxers tag it, you’re it! 😷 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html #Covid_19 #vaccine https://t.co/5gEtxygcvX","May 15, 2020",2,https://twitter.com/channy_bird/status/1261383782906683398
186,GCI Health,"1,455 Followers","What will it take to gain public acceptance of a potentially fast-tracked #COVID19 vaccine? According to @kevinroose, the key is savvy communication from public health organizations like @WHO and @gatesfoundation. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",2,https://twitter.com/GCIHealth/status/1261364771175059458
187,Serge Courrier,"3,764 Followers","[#DISINFORMATION|#COVID19] Get Ready for a Covid-19 Vaccine Information War (by @NYTimes, via @terryzim): https://buff.ly/2WqNgHc #lnfowar https://t.co/OXolAzbNXQ","May 15, 2020",2,https://twitter.com/secou/status/1261362982140948490
188,Mieko Kikuchi-Conbere,74 Followers,"""...we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy... with all the creativity and urgency of the scientists who are developing the vaccine itself."" Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 15, 2020",2,https://twitter.com/miekocakes/status/1261361090908151808
189,Michael Cisneros,39 Followers,"“seeing platforms... struggle to contain the spread of videos like ‘Plandemic’ makes me worry that when the time comes to persuade billions of people to take a critical coronavirus vaccine, our public health officials and social media companies will be...” https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",2,https://twitter.com/Kickin_Rocks/status/1261286664044871683
190,市川裕康 / Hiroyasu Ichikawa,"7,265 Followers",反ワクチン運動コミュニティを長年に渡ってレポートしてきているNYT Kevin Roose氏の「ワクチン情報戦争に備えよ」という記事。アメリカで拡散している陰謀論的な動画「Plandemic」を巡る動きと併せとても心配なシナリオ。/Get Ready for a Vaccine Information War https://nyti.ms/2T7RS2U,"May 15, 2020",2,https://twitter.com/SocialCompany/status/1261228052199149570
191,Principe Sokka ⛈,"1,052 Followers",¿Que pasaría si la mitad del mundo se opusiera a una vacuna para el Coronavirus? Viene una guerra de información y fake news. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",2,https://twitter.com/camilosokka/status/1261178920419934213
192,Damian Radcliffe,"5,595 Followers",Of note: Get Ready for a Vaccine Information War https://ift.tt/2Lm9rrP,"May 15, 2020",2,https://twitter.com/damianradcliffe/status/1261143437472141313
193,The 'real' Antichrist👹,"1,289 Followers",Suddenly Woke👇🙄 👹- It's been 'InfoWars' since the Fall of Mankind. Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",2,https://twitter.com/TheRealGDAntiC1/status/1261096109499351043
194,Tater Tot “I'll Hug You Next Y...,"11,340 Followers",I'm extremely comfortablewith an easy solution for the people who will be COVID-19 antivaxxers: just let them die. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2,https://twitter.com/hotfoodporn/status/1261030238248566784
195,Ashley McElroy,528 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",2,https://twitter.com/ashleymcel/status/1261019609391607809
196,Matthew Joseph🇺🇸🇺🇸🇺🇸,"10,550 Followers","Blindly believe us. Don't use any critical thinking skills or believe any ""debunked conspiracy theories"". https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/MQPElV9F9d","May 14, 2020",2,https://twitter.com/ChieroJoseph/status/1260998442500980743
197,Viswanath Lab,504 Followers,"Quoted in this @nytimes column, @vishplus weighs in on the possibility of a #COVID19 ""vaccine information war."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",2,https://twitter.com/ViswanathLab/status/1260988077545271297
198,Katy Byron,"5,348 Followers","Like @kevinroose for @nytimes ""Get Ready for a Vaccine Information War"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",2,https://twitter.com/KABGreek/status/1260982602737111042
199,Cindy Chin 🚀🛰📡✨🦄 #SpaceApp...,"2,387 Followers",What if we get a #COVID19 vaccine and half the country refuses to take it? via @nytimes #health #publichealth #vaccine https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2,https://twitter.com/cindylchin/status/1260980613366140929
200,Business in Society,"1,151 Followers",Bracing for the online information war: Scientists vs. anti-vaccination brigade #misinformation https://nyti.ms/2LoTMrA,"May 14, 2020",2,https://twitter.com/Biz_in_Society/status/1260973166144499715
201,John Overholt,"21,736 Followers",“The anti-vaxxers have been practicing for this. And I’m worried that they will be unusually effective in sowing doubts about a Covid-19 vaccine.” https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2,https://twitter.com/john_overholt/status/1260967128406130688
202,heitor loureiro,163 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",2,https://twitter.com/doutorheitor/status/1260964622409928704
203,Florida Health Care News,"1,042 Followers",There is a lot of misinformation out there about vaccines for #COVID-19. So what exactly is the truth? @nytimes helps you navigate that here: https://nyti.ms/2T2VpQ9,"May 14, 2020",2,https://twitter.com/flhcnews/status/1260963687923437568
204,Jim Malewitz,"4,990 Followers","""Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it."" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 14, 2020",2,https://twitter.com/Jmalewitz/status/1260962655977832451
205,Chaosx2🧼🤲🏼🥽🧤😷,"1,896 Followers","To recover, we need to be as devoted, internet-savvy, as compelling as the antivax 'movement'.. And funded. The ads, slick campaigns, billboards, speakers fees for 'big names' to show. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html Great piece from @kevinroose https://t.co/1oqLZxFfFX","May 14, 2020",2,https://twitter.com/chaoticsx2/status/1260956972590891008
206,Sofia Rei,"4,032 Followers",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share,"May 14, 2020",2,https://twitter.com/sofiamusic/status/1260917964783697920
207,Saorsie Kenney a Plastic Paddy...,"2,579 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",2,https://twitter.com/ICM64/status/1260888716308033536
208,Tony #RESIST,"8,252 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2,https://twitter.com/TonyGreyGoose/status/1260872179027238912
209,Joanna,49 Followers,Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2,https://twitter.com/Joanna_jds114/status/1260794992865361920
210,Antonio Velardo,"44,069 Followers","""Get Ready for a Vaccine Information War"" via @NYT https://ift.tt/2Z09HEE #technology","May 14, 2020",2,https://twitter.com/antoniovelardo_/status/1260785450656153600
211,David,137 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 14, 2020",2,https://twitter.com/Davidy1945/status/1260760992897589250
212,Craig Calhoun,"21,172 Followers","""The anti-vaccine community is more organized and strategic than many of its critics believe."" Disturbing and dangerous. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share See also: https://www.nature.com/articles/s41586-020-2281-1","May 14, 2020",2,https://twitter.com/craigjcalhoun/status/1260760337843798018
213,Victor Asal,"10,017 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",2,https://twitter.com/Victor_Asal/status/1260751498981584897
214,Joe Kapler 🌊🌊🆘,"27,898 Followers",Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 14, 2020",2,https://twitter.com/MrDarkWolfe/status/1260743899141648385
215,edna,608 Followers,This piece on fighting the vaccine information war is really important especially as more people tweet about not getting the vaccine as soon as it's produced due to safety fears https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2,https://twitter.com/ednamohamed_/status/1260743178375892994
216,ΣVAN,364 Followers,@Cusimaniac @tfrosty23 Got this NYT alert like an hour ago lol https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?,"May 14, 2020",2,https://twitter.com/EvanFromIowa/status/1260723710337650689
217,The Calitaliano Kid 🆘 😎🌴🌈�...,"5,627 Followers",Get Ready for a Covid-19 Vaccine Information War. https://nyti.ms/3fKbHXz,"May 14, 2020",2,https://twitter.com/moved2italy/status/1260723653437579265
218,Catalina Gil Pinzón,785 Followers,@ranoguera https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",2,https://twitter.com/catalinagilp/status/1260721654981951489
219,Sally Wong,69 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2,https://twitter.com/SallyWo42411402/status/1260717918142136320
220,rya wiedy,915 Followers,"@Uki23 Krn obrolan soal kpn vaksin siap, lbh ke perang wacana aja, sok2an aja si... Ndk mgk bs siap cepet laah... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2,https://twitter.com/rya_nugrohoi/status/1260715435147718656
221,Sanjana Hattotuwa,"8,829 Followers","Had all this in mind reading Get Ready for a Vaccine Information War by @kevinroose today, https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html in @nytimes. Thankfully, #srilanka doesn't have an anti-vaxxer movement, but #disinformation rife & secure as propagators demographics one doesn't usually suspect.","May 13, 2020",2,https://twitter.com/sanjanah/status/1260707983618498561
222,Larry Waldbillig,"2,318 Followers","""There are three kinds of men. The one that learns by reading. The few who learn by observation. The rest of them have to pee on the electric fence for themselves."" - Will Rogers https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2,https://twitter.com/LarryWaldbillig/status/1260696010352758785
223,Eamon Dillon,"5,529 Followers",The looming anti-vaxxer battle - Get Ready for a Covid-19 Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2,https://twitter.com/EamoD/status/1260691245183180802
224,Sean Urban,308 Followers,Pretty sure this has already started I see stupid stuff all the time...https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2,https://twitter.com/SUrbanUSD/status/1260688586749308931
225,Nakia 💫 ✊🏾 📖 🍉,"1,939 Followers","I wish I knew the secret to getting people to trust health officials, experts, and scientists over crazy people on Youtube || Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz","May 13, 2020",2,https://twitter.com/ZoraToniMaya/status/1260684489514037248
226,Sharon Fastlicht,"5,415 Followers",Get Ready for a Covid-19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2,https://twitter.com/sfastlicht/status/1260675526492110849
227,Jennole,859 Followers,No doubt this will happen 🤦‍♀️ Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",2,https://twitter.com/JenNoleAtl/status/1260671566750388224
228,CT Senate Democrats,"12,099 Followers",Attention Connecticut (but you already know this): Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2,https://twitter.com/CTSenateDems/status/1260669854761304066
229,Louise Roug,"6,654 Followers","oh, great https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2,https://twitter.com/louiseroug/status/1260667296864927750
230,KentBottles,"11,744 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2,https://twitter.com/KentBottles/status/1260666087684833282
231,Dag Kristian Dysthe,45 Followers,Get Ready for a Covid-19 Vaccine Information War https://nyti.ms/3fKbHXz,"May 13, 2020",2,https://twitter.com/dagdysthe/status/1260664917390172162
232,Anthony Townsend,"7,122 Followers","read this another way—Bill Gates gave us a future, and Mark Zuckerberg took it away. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2,https://twitter.com/anthonymobile/status/1260649672768540673
233,miniPCR,"2,922 Followers","Very clear headed piece about the perils of misinformation. Science teachers, we need you on this fight! https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2,https://twitter.com/miniPCR/status/1260647404400898048
234,Waxy.org,"2,166 Followers",Kevin Roose on the vaccine misinformation war: conspiratorial thinking is uniting anti-vaccination activists and far-right extremist groups https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2,https://twitter.com/waxy/status/1260645995412516864
235,Carol Ross Joynt,"3,582 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2,https://twitter.com/caroljoynt/status/1260637155073851394
236,basiapuszkar,627 Followers,"Astonishing. In an age where science has given us longer, healthier life, scientific principles and methods, technology, tools to research and become ever more knowledgeable, some long for an era of superstition: throwing chicken bones, burning 'witches'. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2,https://twitter.com/basiapuszkar/status/1260636893881958402
237,Hunter Crowther,"1,096 Followers","'Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it.' https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",2,https://twitter.com/HunterCrowther/status/1260627511257575427
238,David Ewing,536 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2,https://twitter.com/laurelandhardly/status/1260621976915361793
239,Joan Barata,"1,553 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 13, 2020",2,https://twitter.com/JoanBarata/status/1260608432471789568
240,Lynn,678 Followers,"Get Ready for a Vaccine Information War - Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2,https://twitter.com/GayleYoungs/status/1260603594535026689
241,GW Media Relations,"2,258 Followers",Coverage of the new research in @nytimes via @kevinroose: https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2,https://twitter.com/GWmedia/status/1260598819869294592
242,Shower Cap,"1,502 Followers","Oh, there’s so much fun yet to come. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",2,https://twitter.com/CapShower/status/1260596101419356161
243,erin mccann |,"16,830 Followers",this is fine dot gif https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",2,https://twitter.com/mccanner/status/1260587203111145478
244,Jorge Luis Lopez Esq,"15,935 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/YQGJyv3Zbh","May 18, 2020",1,https://twitter.com/lopezgovlaw/status/1262280312320647168
245,sergi 🌍,934 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 18, 2020",1,https://twitter.com/SergiXaudiera/status/1262264153420500992
246,ZJC,319 Followers,"(2/2) Then this- ""What if we get a Covid-19 vaccine and half the (US) refuses to take it?"" https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 17, 2020",1,https://twitter.com/ZachPharmD/status/1262017462830346240
247,Ree,207 Followers,@_whitneywebb @MediaRootsNews @hijodelcuervo https://www.google.com/amp/s/www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.amp.html,"May 16, 2020",1,https://twitter.com/Athene18/status/1261654053739692032
248,Luis Espinosa 🇺🇾,"1,993 Followers",@rafapal https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 16, 2020",1,https://twitter.com/LuisEspinosa304/status/1261541608094404608
249,Trenton J. Knauer,"1,085 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",1,https://twitter.com/TrentKnauer/status/1261432602302361600
250,"Kathleen Hefferon, PhD","2,032 Followers",Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",1,https://twitter.com/KHefferon/status/1261432284239900673
251,joshua choi,5 Followers,https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html #tmsidk491 @DakinMarketing,"May 15, 2020",1,https://twitter.com/choijjosh/status/1261393686710988800
252,HeAlsoWangs,206 Followers,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",1,https://twitter.com/TrialPivot/status/1261349763191980032
253,Aram Barra,"7,174 Followers",Get Ready for a #Covid19 Vaccine Information War - The New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 15, 2020",1,https://twitter.com/AramBarra/status/1261329977787678726
254,Ed Seibold 🇺🇸,"33,607 Followers","Where's Kevin's evidence of ""baseless lies and debunked nonsense"" about Plandemic or anything else from millions of people raising questions, concerns & proof about the danger of vaccines? What do they say about projecting? @kevinroose @nytimes #FakeNews https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 15, 2020",1,https://twitter.com/edseibold/status/1261325096620371969
255,Mikael,"2,136 Followers",Like I said. “Frivilligt”. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://t.co/i9YqkQXjbN,"May 15, 2020",1,https://twitter.com/mkliae/status/1261203592922398722
256,Amilcar E Velez,104 Followers,Beliefs are important at equilibrium! Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share,"May 15, 2020",1,https://twitter.com/amilkant/status/1261131855593701377
